Order,Family,Genus,Species,Subspecies,Genus_Species,Sex,Sample size (Brain),Brain Volume (ml),Brain Volume S.D.,Method,Brain mass (g),Brain mass S.D.,Sample size (Body),Body mass (g),Body mass S.D.,Species Name in original article,Age Class,Reference,Remark
Peramelemorphia,Peramelidae,Isoodon,macrourus,,Isoodon_macrourus,unknown,34,4.42,1.14,Vol,,,,1600,,,Adult,Ashwell KWS (2008) Brain Behav. Evol. 71:181-199,Body mass is updated by Weisbecker et al. 2013 Brain Behav. Evol. 82: 81-82
Peramelemorphia,Peramelidae,Isoodon,obesulus,,Isoodon_obesulus,unknown,11,3.89,0.85,Vol,,,,775,,,Adult,Ashwell KWS (2008) Brain Behav. Evol. 71:181-199,Body mass is updated by Weisbecker et al. 2013 Brain Behav. Evol. 82: 81-82
Peramelemorphia,Peramelidae,Microperoryctes,longicauda,,Microperoryctes_longicauda,unknown,14,3.81,0.64,Vol,,,,538,,,unknown,Ashwell KWS (2008) Brain Behav. Evol. 71:181-199,Body mass is updated by Weisbecker et al. 2013 Brain Behav. Evol. 82: 81-82
Peramelemorphia,Peramelidae,Perameles,bougainville,,Perameles_bougainville,unknown,7,3.21,0.17,Vol,,,,226,,,Adult,Ashwell KWS (2008) Brain Behav. Evol. 71:181-199,Body mass is updated by Weisbecker et al. 2013 Brain Behav. Evol. 82: 81-82
Peramelemorphia,Peramelidae,Perameles,gunnii,,Perameles_gunnii,unknown,3,4.5,0.44,Vol,,,,750,,,Adult,Ashwell KWS (2008) Brain Behav. Evol. 71:181-199,Body mass is updated by Weisbecker et al. 2013 Brain Behav. Evol. 82: 81-82
Peramelemorphia,Peramelidae,Perameles,nasuta,,Perameles_nasuta,unknown,16,4.96,0.92,Vol,,,,960,,,Adult,Ashwell KWS (2008) Brain Behav. Evol. 71:181-199,Body mass is updated by Weisbecker et al. 2013 Brain Behav. Evol. 82: 81-82
Peramelemorphia,Peramelidae,Peroryctes,raffrayana,,Peroryctes_raffrayana,unknown,9,6.33,0.57,Vol,,,,830,,,Adult,Ashwell KWS (2008) Brain Behav. Evol. 71:181-199,Body mass is updated by Weisbecker et al. 2013 Brain Behav. Evol. 82: 81-82
Peramelemorphia,Peramelidae,Rhynchomeles,prattorum,,Rhynchomeles_prattorum,unknown,1,4.9,,Vol,,,,907,,,unknown,Ashwell KWS (2008) Brain Behav. Evol. 71:181-199,Body mass is updated by Weisbecker et al. 2013 Brain Behav. Evol. 82: 81-82
Peramelemorphia,Thylacomyidae,Macrotis,lagotis,,Macrotis_lagotis,unknown,11,6.57,1.63,Vol,,,,1800,,,Adult,Ashwell KWS (2008) Brain Behav. Evol. 71:181-199,Body mass is updated by Weisbecker et al. 2013 Brain Behav. Evol. 82: 81-82
Peramelemorphia,Thylacomyidae,Macrotis,leucura,,Macrotis_leucura,unknown,1,4.3,,Vol,,,,355.5,,,Adult,Ashwell KWS (2008) Brain Behav. Evol. 71:181-199,Body mass is updated by Weisbecker et al. 2013 Brain Behav. Evol. 82: 81-82
Perissodactyla,Equidae,Equus,asinus,,Equus_asinus,f,4,,,Mass,478,,,291000,,,Adult,Crile G and Quiring DP (1940) Ohio J Sci 40:219-259.,
Perissodactyla,Equidae,Equus,asinus,,Equus_asinus,m,3,,,Mass,371,,,211000,,,Adult,Crile G and Quiring DP (1940) Ohio J Sci 40:219-259.,
Perissodactyla,Equidae,Equus,asinus,,Equus_asinus,unknown,1,,,Mass,385,,,175000,,,Adult,Brummelkamp R (1939) Acta Neerlandica Morph. Norm. et Path 2: 260-267,Data taken from Count 1947 Ann. N. Y. Acad. Sci. 10: 993-1122
Perissodactyla,Equidae,Equus,asinus,,Equus_asinus,unknown,1,,,Mass,453,,,200000,,,Adult,Warncke P (1908) J. Physiol. Neurol. 13:355-403,
Perissodactyla,Equidae,Equus,quagga,burchellii,Equus_quagga,unknown,1,,,Mass,612,,,250000,,,Adult,Warncke P (1908) J. Physiol. Neurol. 13:355-403,
Perissodactyla,Equidae,Equus,quagga,,Equus_quagga,f,1,,,Mass,555,,,297050,,,Adult,Quiring DP (1938) Growth 2:335-346,Curated in Boddy et al. 2012 J. Evol. Biol. 25: 981-994. Age class estimated from body mass
Perissodactyla,Equidae,Equus,quagga,,Equus_quagga,m,2,,,Mass,541,,,254990,,,Adult,Crile G and Quiring DP (1940) Ohio J Sci 40:219-259.,
Perissodactyla,Equidae,Equus,quagga,,Equus_quagga,m,1,,,Mass,643,,,317500,,,Adult,Crile G and Quiring DP (1940) Ohio J Sci 40:219-259.,
Perissodactyla,Rhinocerotidae,Diceros,bicornis,,Diceros_bicornis,m,1,,,Mass,655,,,763000,,,unknown,Crile G and Quiring DP (1940) Ohio J Sci 40:219-259.,
Perissodactyla,Rhinocerotidae,Diceros,bicornis,,Diceros_bicornis,unknown,1,,,Mass,926,,,764000,,,unknown,Iain J. Gordon pers. comm.,
Perissodactyla,Tapiridae,Acrocodia,indica,,Acrocodia_indica,unknown,1,,,Mass,265,,,201000,,,Adult,Brummelkamp R (1939) Acta Neerlandica Morph. Norm. et Path 2: 260-267,Data taken from Count 1947 Ann. N. Y. Acad. Sci. 10: 993-1122
Perissodactyla,Tapiridae,Acrocodia,indica,,Acrocodia_indica,unknown,1,,,Mass,250,,,225000,,,Adult,Mangold-Wirz K (1966) Acta Anat. 63:449-520,
Perissodactyla,Tapiridae,Tapirus,bairdii,,Tapirus_bairdii,unknown,1,,,Mass,85,,,14260,,,Adult,Crile G and Quiring DP (1940) Ohio J Sci 40:219-259.,
Perissodactyla,Tapiridae,Tapirus,bairdii,,Tapirus_bairdii,unknown,1,,,Mass,159,,,58100,,,unknown,Altman PL and Dittmer DS (1972) Biology Data Book,
Pholidota,Manidae,Manis,pentadactyla,,Manis_pentadactyla,unknown,4,17.64,,Vol,,,,4675,,,Adult,Stankowich T and Romero AN (2017) Proc. R. Soc. B. 284:20161857,
Pholidota,Manidae,Manis,tricuspis,,Manis_tricuspis,unknown,4,9.3,,Vol,,,,2067,,,Adult,Stankowich T and Romero AN (2017) Proc. R. Soc. B. 284:20161857,
Pilosa,Bradypodidae,Bradypus,tridactylus,,Bradypus_tridactylus,unknown,6,,,Mass,13.5,,,1800,,,Adult,Spector 1956 Handbook of biological data. pp. 163-164. W.B. Saunders and Co.,"Most of data in this book is a copy from Crile and Quiring without citation, while this data was not. Caution shouldn be given."
Pilosa,Bradypodidae,Bradypus,tridactylus,,Bradypus_tridactylus,unknown,1,,,Mass,24.9,,,4097,,,Adult,Warncke P (1908) J. Physiol. Neurol. 13:355-403,
Pilosa,Bradypodidae,Bradypus,variegatus,,Bradypus_variegatus,f,1,,,Mass,18,,,3774,,,Adult,Crile G and Quiring DP (1940) Ohio J Sci 40:219-259.,
Pilosa,Bradypodidae,Bradypus,variegatus,,Bradypus_variegatus,unknown,1,,,Mass,15,,,2894,,,Adult,Crile G and Quiring DP (1940) Ohio J Sci 40:219-259.,
Pilosa,Bradypodidae,Bradypus,variegatus,,Bradypus_variegatus,unknown,10,,,Mass,15.1,,,3121,,,Adult,Crile G and Quiring DP (1940) Ohio J Sci 40:219-259.,
Pilosa,Megalonychidae,Choloepus,didactylus,,Choloepus_didactylus,f,1,,,Mass,28.2,,,5070,,,Adult,Boddy AM et al. (2012) J. Evol. Biol. 25: 981-994,Estimated age of species:>8 y; Body mass estimated from Silva & Downing 1995
Pilosa,Megalonychidae,Choloepus,hoffmanni,,Choloepus_hoffmanni,f,1,,,Mass,26,,,5271,,,Adult,Crile G and Quiring DP (1940) Ohio J Sci 40:219-259.,
Pilosa,Megalonychidae,Choloepus,hoffmanni,,Choloepus_hoffmanni,unknown,7,,,Mass,23.07,,,4825,,,Adult,Crile G and Quiring DP (1940) Ohio J Sci 40:219-259.,
Pilosa,Myrmecophagidae,Myrmecophaga,tridactyla,,Myrmecophaga_tridactyla,f,1,,,Mass,58.8,,,15000,,,Subadult,Pirlot P and Kamiya T (1983) J. Hirnforsh. 24:677-689,
Pilosa,Myrmecophagidae,Myrmecophaga,tridactyla,,Myrmecophaga_tridactyla,f,1,,,Mass,84,,,18940,,,Adult,Spitzka EA (1903) J. Comp. Neuro. 13:9-17,
Pilosa,Myrmecophagidae,Tamandua,tetradactyla,,Tamandua_tetradactyla,f,1,,,Mass,30,,,5030,,,Adult,Boddy AM et al. (2012) J. Evol. Biol. 25: 981-994,Estimated age of species: > 6 yr; Body mass estimated from Silva & Downing 1995
Pilosa,Myrmecophagidae,Tamandua,tetradactyla,,Tamandua_tetradactyla,unknown,2,,,Mass,25,,,3692,,,Adult,Crile G and Quiring DP (1940) Ohio J Sci 40:219-259.,
Primates,Aotidae,Aotus,lemurinus,griseimembra,Aotus_lemurinus,f,1,14.00,,Vol,,,,972,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Aotidae,Aotus,lemurinus,griseimembra,Aotus_lemurinus,f,1,14.23,,Vol,,,,680,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Aotidae,Aotus,lemurinus,griseimembra,Aotus_lemurinus,f,1,14.53,,Vol,,,,726,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Aotidae,Aotus,lemurinus,griseimembra,Aotus_lemurinus,f,1,15.41,,Vol,,,,771.12,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Aotidae,Aotus,lemurinus,griseimembra,Aotus_lemurinus,f,1,15.45,,Vol,,,,907,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Aotidae,Aotus,lemurinus,griseimembra,Aotus_lemurinus,f,1,15.52,,Vol,,,,680,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Aotidae,Aotus,lemurinus,griseimembra,Aotus_lemurinus,f,1,16.00,,Vol,,,,680,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Aotidae,Aotus,lemurinus,griseimembra,Aotus_lemurinus,f,1,16.45,,Vol,,,,816.48,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Aotidae,Aotus,lemurinus,griseimembra,Aotus_lemurinus,f,1,16.59,,Vol,,,,454,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Aotidae,Aotus,lemurinus,griseimembra,Aotus_lemurinus,f,1,17.13,,Vol,,,,543,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Aotidae,Aotus,lemurinus,griseimembra,Aotus_lemurinus,f,1,17.46,,Vol,,,,771.12,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Aotidae,Aotus,lemurinus,griseimembra,Aotus_lemurinus,f,1,17.54,,Vol,,,,454,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Aotidae,Aotus,lemurinus,griseimembra,Aotus_lemurinus,f,1,19.07,,Vol,,,,680.4,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Aotidae,Aotus,lemurinus,griseimembra,Aotus_lemurinus,m,1,14.72,,Vol,,,,544,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Aotidae,Aotus,lemurinus,griseimembra,Aotus_lemurinus,m,1,15.01,,Vol,,,,680,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Aotidae,Aotus,lemurinus,griseimembra,Aotus_lemurinus,m,1,15.12,,Vol,,,,771,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Aotidae,Aotus,lemurinus,griseimembra,Aotus_lemurinus,m,1,15.61,,Vol,,,,743.5,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Aotidae,Aotus,lemurinus,griseimembra,Aotus_lemurinus,m,1,15.98,,Vol,,,,816,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Aotidae,Aotus,lemurinus,griseimembra,Aotus_lemurinus,m,1,15.99,,Vol,,,,950,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Aotidae,Aotus,lemurinus,griseimembra,Aotus_lemurinus,m,1,16.66,,Vol,,,,862,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Aotidae,Aotus,lemurinus,griseimembra,Aotus_lemurinus,m,1,16.69,,Vol,,,,838.2,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Aotidae,Aotus,lemurinus,griseimembra,Aotus_lemurinus,m,1,16.70,,Vol,,,,907,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Aotidae,Aotus,lemurinus,griseimembra,Aotus_lemurinus,m,1,16.79,,Vol,,,,680,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Aotidae,Aotus,lemurinus,griseimembra,Aotus_lemurinus,m,1,17.14,,Vol,,,,816,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Aotidae,Aotus,lemurinus,griseimembra,Aotus_lemurinus,m,1,17.45,,Vol,,,,680,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Aotidae,Aotus,lemurinus,griseimembra,Aotus_lemurinus,m,1,18.02,,Vol,,,,661,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Aotidae,Aotus,lemurinus,griseimembra,Aotus_lemurinus,m,1,19.76,,Vol,,,,590,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Aotidae,Aotus,trivirgatus,,Aotus_trivirgatus,f,140,,,Mass,17.2,1.7,143,630,153,,Adult,Bronson RT (1981) Am. J. Phys. Anthoropol. 56: 77-81,
Primates,Aotidae,Aotus,trivirgatus,,Aotus_trivirgatus,f,1,15.04,,Vol,,,,900,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Aotidae,Aotus,trivirgatus,,Aotus_trivirgatus,f,1,15.08,,Vol,,,,500,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Aotidae,Aotus,trivirgatus,,Aotus_trivirgatus,f,1,16.28,,Vol,,,,700,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Aotidae,Aotus,trivirgatus,,Aotus_trivirgatus,f,1,16.49,,Vol,,,,1800,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Aotidae,Aotus,trivirgatus,,Aotus_trivirgatus,f,1,16.75,,Vol,,,,1000,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Aotidae,Aotus,trivirgatus,,Aotus_trivirgatus,f,1,17.15,,Vol,,,,700,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Aotidae,Aotus,trivirgatus,,Aotus_trivirgatus,m,120,,,Mass,17.2,1.5,116,720,180,,Adult,Bronson RT (1981) Am. J. Phys. Anthoropol. 56: 77-81,
Primates,Aotidae,Aotus,trivirgatus,,Aotus_trivirgatus,m,1,,,Mass,13.2,,,848.4,,,Adult,Boddy AM et al. (2012) J. Evol. Biol. 25: 981-994,Estimated age of species: >18yrs; assume adult; Body mass averaged from Silva & Downing 1995
Primates,Aotidae,Aotus,trivirgatus,,Aotus_trivirgatus,m,1,16.07,,Vol,,,,1300,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Aotidae,Aotus,trivirgatus,,Aotus_trivirgatus,m,1,16.86,,Vol,,,,900,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Aotidae,Aotus,trivirgatus,,Aotus_trivirgatus,m,1,17.13,,Vol,,,,800,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Aotidae,Aotus,trivirgatus,,Aotus_trivirgatus,m,1,17.47,,Vol,,,,866.6,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Aotidae,Aotus,trivirgatus,,Aotus_trivirgatus,m,1,18.18,,Vol,,,,1900,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Aotidae,Aotus,trivirgatus,,Aotus_trivirgatus,m,1,19.76,,Vol,,,,500,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Aotidae,Aotus,trivirgatus,,Aotus_trivirgatus,unknown,1,,,Mass,15.5,,,480,,,Adult,Warncke P (1908) J. Physiol. Neurol. 13:355-403,
Primates,Aotidae,Aotus,trivirgatus,,Aotus_trivirgatus,unknown,5,,,Mass,17.1,,,830,,,Adult,Stephan H et al. (1981) Folia Primatol. 35:1-29,
Primates,Aotidae,Aotus,zonalis,,Aotus_zonalis,f,11,,,Mass,109,,,9163,,,Adult,Crile G and Quiring DP (1940) Ohio J Sci 40:219-259.,
Primates,Aotidae,Aotus,zonalis,,Aotus_zonalis,m,6,,,Mass,118,,,8890,,,Adult,Crile G and Quiring DP (1940) Ohio J Sci 40:219-259.,
Primates,Atelidae,Alouatta,caraya,,Alouatta_caraya,f,1,44.48,,Vol,,,,4800,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Atelidae,Alouatta,caraya,,Alouatta_caraya,f,1,46.73,,Vol,,,,3500,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Atelidae,Alouatta,caraya,,Alouatta_caraya,f,1,46.73,,Vol,,,,3500,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Atelidae,Alouatta,caraya,,Alouatta_caraya,f,1,47.50,,Vol,,,,3400,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Atelidae,Alouatta,caraya,,Alouatta_caraya,f,1,53.54,,Vol,,,,6000,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Atelidae,Alouatta,caraya,,Alouatta_caraya,m,1,,,Mass,55.8,,,7070,,,Adult,Boddy AM et al. (2012) J. Evol. Biol. 25: 981-994,Estimated age of species: 21.4yrs; Body weight from Silva & Downing 1995
Primates,Atelidae,Alouatta,caraya,,Alouatta_caraya,m,1,53.91,,Vol,,,,6500,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Atelidae,Alouatta,caraya,,Alouatta_caraya,m,1,55.97,,Vol,,,,5000,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Atelidae,Alouatta,caraya,,Alouatta_caraya,m,1,59.51,,Vol,,,,7300,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Atelidae,Alouatta,caraya,,Alouatta_caraya,m,1,60.43,,Vol,,,,7300,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Atelidae,Alouatta,caraya,,Alouatta_caraya,unknown,1,,,Mass,45.6,,,2955,,,Adult,Warncke P (1908) J. Physiol. Neurol. 13:355-403,
Primates,Atelidae,Alouatta,guariba,clamitans,Alouatta_guariba,f,1,57.07,,Vol,,,,5000,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Atelidae,Alouatta,guariba,clamitans,Alouatta_guariba,m,1,60.76,,Vol,,,,6200,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Atelidae,Alouatta,guariba,guariba,Alouatta_guariba,f,1,44.88,,Vol,,,,4550,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Atelidae,Alouatta,guariba,guariba,Alouatta_guariba,f,1,45.30,,Vol,,,,4100,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Atelidae,Alouatta,guariba,guariba,Alouatta_guariba,m,1,47.60,,Vol,,,,4550,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Atelidae,Alouatta,guariba,guariba,Alouatta_guariba,m,1,51.49,,Vol,,,,5300,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Atelidae,Alouatta,guariba,guariba,Alouatta_guariba,m,1,57.42,,Vol,,,,7150,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Atelidae,Alouatta,macconnelli,,Alouatta_macconnelli,f,1,53.66,,Vol,,,,5500,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Atelidae,Alouatta,palliata,,Alouatta_palliata,f,2,,,Mass,54.05,,,6577,,,Adult,Crile G and Quiring DP (1940) Ohio J Sci 40:219-259.,
Primates,Atelidae,Alouatta,palliata,,Alouatta_palliata,f,1,53.20,,Vol,,,,6600,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Atelidae,Alouatta,palliata,,Alouatta_palliata,m,2,,,Mass,53.45,,,7938,,,Adult,Crile G and Quiring DP (1940) Ohio J Sci 40:219-259.,
Primates,Atelidae,Alouatta,palliata,,Alouatta_palliata,m,1,50.50,,Vol,,,,3000,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Atelidae,Alouatta,palliata,,Alouatta_palliata,m,1,51.00,,Vol,,,,7940,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Atelidae,Alouatta,palliata,,Alouatta_palliata,m,1,57.75,,Vol,,,,7484.4,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Atelidae,Alouatta,palliata,,Alouatta_palliata,unknown,6,,,Mass,42.3,,,3119,,,Adult,Crile G and Quiring DP (1940) Ohio J Sci 40:219-259.,
Primates,Atelidae,Alouatta,palliata,,Alouatta_palliata,unknown,28,,,Mass,50.34,,,6174,,,Adult,Crile G and Quiring DP (1940) Ohio J Sci 40:219-259.,
Primates,Atelidae,Alouatta,palliata,,Alouatta_palliata,unknown,1,,,Mass,54,,,7670,,,Adult,Leutenegger W (1970) Folia Primatol. 12:224-235,Data taken from Sacher and Staffeldt 1974
Primates,Atelidae,Alouatta,seniculus,seniculus,Alouatta_seniculus,f,1,49.47,,Vol,,,,5216,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Atelidae,Alouatta,seniculus,seniculus,Alouatta_seniculus,f,1,49.79,,Vol,,,,4309,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Atelidae,Alouatta,seniculus,seniculus,Alouatta_seniculus,f,1,50.57,,Vol,,,,3800,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Atelidae,Alouatta,seniculus,seniculus,Alouatta_seniculus,f,1,50.83,,Vol,,,,3175,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Atelidae,Alouatta,seniculus,seniculus,Alouatta_seniculus,f,1,51.92,,Vol,,,,5500,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Atelidae,Alouatta,seniculus,seniculus,Alouatta_seniculus,f,1,53.28,,Vol,,,,5900,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Atelidae,Alouatta,seniculus,seniculus,Alouatta_seniculus,f,1,54.15,,Vol,,,,5216,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
