Order,Family,Genus,Species,Subspecies,Genus_Species,Sex,Sample size (Brain),Brain Volume (ml),Brain Volume S.D.,Method,Brain mass (g),Brain mass S.D.,Sample size (Body),Body mass (g),Body mass S.D.,Species Name in original article,Age Class,Reference,Remark
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,f,1,0.71,,Vol,,,,24.9,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,f,1,0.711,,Vol,,,,32.5,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,f,1,0.72,,Vol,,,,27.9,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,f,1,0.73,,Vol,,,,23.3,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,f,1,0.73,,Vol,,,,25.9,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,f,1,0.74,,Vol,,,,25.8,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,f,1,0.741,,Vol,,,,28.2,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,f,1,0.749,,Vol,,,,28.6,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,f,1,0.75,,Vol,,,,25.4,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,f,1,0.751,,Vol,,,,33,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,f,1,0.753,,Vol,,,,28.5,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,f,1,0.759,,Vol,,,,33.5,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,f,1,0.759,,Vol,,,,33.6,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,f,1,0.761,,Vol,,,,22.5,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,f,1,0.761,,Vol,,,,33.3,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,f,1,0.762,,Vol,,,,35.8,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,f,1,0.769,,Vol,,,,23.4,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,f,1,0.78,,Vol,,,,23.2,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,f,1,0.78,,Vol,,,,23.7,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,f,1,0.78,,Vol,,,,25.1,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,f,1,0.78,,Vol,,,,25.6,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,f,1,0.789,,Vol,,,,22,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,f,1,0.793,,Vol,,,,41.6,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,f,1,0.8,,Vol,,,,24.4,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,f,1,0.801,,Vol,,,,21.9,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,f,1,0.811,,Vol,,,,26.3,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,f,1,0.812,,Vol,,,,37.3,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,f,1,0.813,,Vol,,,,40.8,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,f,1,0.822,,Vol,,,,31.5,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,f,1,0.841,,Vol,,,,27.4,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,f,1,0.853,,Vol,,,,34.3,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,m,1,0.71,,Vol,,,,22.9,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,m,1,0.71,,Vol,,,,23.7,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,m,1,0.71,,Vol,,,,25.5,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,m,1,0.71,,Vol,,,,27.5,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,m,1,0.72,,Vol,,,,25.2,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,m,1,0.729,,Vol,,,,21.2,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,m,1,0.75,,Vol,,,,22.9,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,m,1,0.759,,Vol,,,,26.6,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,m,1,0.76,,Vol,,,,21.2,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,m,1,0.76,,Vol,,,,22.9,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,m,1,0.76,,Vol,,,,25.4,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,m,1,0.76,,Vol,,,,26.3,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,m,1,0.76,,Vol,,,,27.9,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,m,1,0.76,,Vol,,,,31.2,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,m,1,0.771,,Vol,,,,20.5,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,m,1,0.771,,Vol,,,,28.8,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,m,1,0.771,,Vol,,,,33.7,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,m,1,0.78,,Vol,,,,21.1,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,m,1,0.781,,Vol,,,,27.9,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,m,1,0.781,,Vol,,,,30,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,m,1,0.79,,Vol,,,,21.4,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,m,1,0.79,,Vol,,,,22.3,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,m,1,0.791,,Vol,,,,23.3,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,m,1,0.791,,Vol,,,,25.8,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,m,1,0.791,,Vol,,,,26,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,m,1,0.791,,Vol,,,,26.4,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,m,1,0.791,,Vol,,,,29.5,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,m,1,0.791,,Vol,,,,30.8,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,m,1,0.801,,Vol,,,,22.8,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,m,1,0.801,,Vol,,,,26.2,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,m,1,0.801,,Vol,,,,28.2,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,m,1,0.801,,Vol,,,,31.2,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,m,1,0.81,,Vol,,,,24.7,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,m,1,0.812,,Vol,,,,25.7,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,m,1,0.812,,Vol,,,,32.6,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,m,1,0.822,,Vol,,,,32.6,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,m,1,0.831,,Vol,,,,28.1,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,m,1,0.832,,Vol,,,,21.9,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,m,1,0.841,,Vol,,,,24.7,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,m,1,0.841,,Vol,,,,25,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,m,1,0.842,,Vol,,,,32.7,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,m,1,0.852,,Vol,,,,25.3,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,leucogaster,brevicaudus,Onychomys_leucogaster,m,1,0.872,,Vol,,,,33.4,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,f,1,0.52,,Vol,,,,14.5,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,f,1,0.54,,Vol,,,,14.7,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,f,1,0.54,,Vol,,,,20,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,f,1,0.54,,Vol,,,,22.5,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,f,1,0.55,,Vol,,,,15,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,f,1,0.55,,Vol,,,,16,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,f,1,0.55,,Vol,,,,17,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,f,1,0.55,,Vol,,,,24,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,f,1,0.55,,Vol,,,,29,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,f,1,0.551,,Vol,,,,19,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,f,1,0.57,,Vol,,,,22,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,f,1,0.57,,Vol,,,,23.6,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,f,1,0.57,,Vol,,,,25,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,f,1,0.57,,Vol,,,,26.3,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,f,1,0.58,,Vol,,,,17.5,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,f,1,0.59,,Vol,,,,19.4,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,f,1,0.59,,Vol,,,,20.1,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,f,1,0.6,,Vol,,,,17.8,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,f,1,0.6,,Vol,,,,21.7,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,f,1,0.61,,Vol,,,,22,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,f,1,0.61,,Vol,,,,25.8,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,f,1,0.63,,Vol,,,,28.5,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,m,1,0.54,,Vol,,,,15,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,m,1,0.54,,Vol,,,,16.9,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,m,1,0.54,,Vol,,,,19,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,m,1,0.55,,Vol,,,,17.2,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,m,1,0.56,,Vol,,,,15.4,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,m,1,0.56,,Vol,,,,16,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,m,1,0.56,,Vol,,,,16.2,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,m,1,0.56,,Vol,,,,16.5,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,m,1,0.56,,Vol,,,,17.7,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,m,1,0.56,,Vol,,,,18,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,m,1,0.56,,Vol,,,,19.8,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,m,1,0.57,,Vol,,,,15,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,m,1,0.57,,Vol,,,,17,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,m,1,0.57,,Vol,,,,18.1,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,m,1,0.57,,Vol,,,,20.5,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,m,1,0.57,,Vol,,,,22,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,m,1,0.57,,Vol,,,,22.5,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,m,1,0.58,,Vol,,,,13.3,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,m,1,0.58,,Vol,,,,16.5,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,m,1,0.58,,Vol,,,,17.9,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,m,1,0.58,,Vol,,,,18.1,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,m,1,0.58,,Vol,,,,19.8,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,m,1,0.58,,Vol,,,,23.1,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,m,1,0.588,,Vol,,,,20.1,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,m,1,0.59,,Vol,,,,18.3,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,m,1,0.59,,Vol,,,,20,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,m,1,0.59,,Vol,,,,23,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,m,1,0.6,,Vol,,,,21,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,m,1,0.6,,Vol,,,,22,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,m,1,0.6,,Vol,,,,23.2,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,m,1,0.601,,Vol,,,,19.9,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,m,1,0.61,,Vol,,,,22,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,m,1,0.61,,Vol,,,,23.5,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,m,1,0.61,,Vol,,,,24.1,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,m,1,0.62,,Vol,,,,21.4,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Onychomys,torridus,pulcher,Onychomys_torridus,m,1,0.63,,Vol,,,,16.6,,,Adult,Mann MD and Towe AL (2003) Brain Behav. Evol. 62:13-18,
Rodentia,Muridae,Otomys,angoniensis,,Otomys_angoniensis,unknown,1,,,Mass,0.42,,,95,,,Adult,Mace GM et al. (1981) J. Zool. 193:333-354,"Curated in Boddy et al. 2012 J. Evol. Biol. 25: 981-994. Brain mass corrected, subtracted 0.59g from brain weight, see Isler  and va Schaik 2006 Biol. Lett. 2:557-560"
Rodentia,Muridae,Otomys,irroratus,,Otomys_irroratus,unknown,1,,,Mass,1.38,,,141,,,Adult,Mace GM et al. (1981) J. Zool. 193:333-354,"Curated in Boddy et al. 2012 J. Evol. Biol. 25: 981-994. Brain mass corrected, subtracted 0.59g from brain weight, see Isler  and va Schaik 2006 Biol. Lett. 2:557-560"
Rodentia,Muridae,Paramelomys,levipes,,Paramelomys_levipes,unknown,1,,,Mass,1.86,,,83.4,,,Adult,Mace GM et al. (1981) J. Zool. 193:333-354,"Curated in Boddy et al. 2012 J. Evol. Biol. 25: 981-994. Brain mass corrected, subtracted 0.59g from brain weight, see Isler  and va Schaik 2006 Biol. Lett. 2:557-560"
Rodentia,Muridae,Paramelomys,rubex,,Paramelomys_rubex,unknown,1,,,Mass,1.27,,,49.7,,,Adult,Mace GM et al. (1981) J. Zool. 193:333-354,"Curated in Boddy et al. 2012 J. Evol. Biol. 25: 981-994. Brain mass corrected, subtracted 0.59g from brain weight, see Isler  and va Schaik 2006 Biol. Lett. 2:557-560"
Rodentia,Muridae,Phyllotis,darwini,chilensis,Phyllotis_darwini,unknown,27,0.92,0.09,Vol,,,,43.9,11.1,,Adult,Mann MD et al. (1988) Brain Behav. Evol. 31:111-124,
