SPECIES_BINOMIAL,GENUS,SPECIES,FAMILY,IUCN_STATUS,THREATENED_STATUS,GEOGRAPHIC_REGION,MEDIAN_N_HET,MEDIAN_CALLABLE,MEDIAN_nRoH_1mb,MEDIAN_sRoH_1mb,MEDIAN_fRoH_1mb,MEDIAN_COVERAGE,REFERENCE_LENGTH,MEDIAN_HETEROZYGOSITY,GENERATION_LENGTH,MU_PER_GENERATION,MU_PER_YEAR,EFFECTIVE_POP_SIZE,CombinedTestesMass.in.g,BrainSizeSpeciesMean,Body.MassMaleMean,BodyMassFemaleMean,MassDimorphism,CanineDimorphism,MeanGroupSize,AdultMales,AdultFemale,AdultSexRatio,InterbirthInterval_days,Gestation,WeaningAge_d,MaxLongevity_m,LitterSz,GR_MidRangeLat_dd,Precip_Mean_mm,Temp_Mean_degC,AET_Mean_mm,PET_Mean_mm,HomeRange_km2,DayLength_km,Territoriality,Fruit,Leaves,Fauna,Feed,Move,Rest,Social,Mating.System,SocialSystem,NatalDispersal
Macaca_tonkeana,Macaca,tonkeana,Cercopithecidae,VU,Threatened,ASIA,5959979,2514607376,55,115600000,0.039113642,37.23,2955490605,0.002370143,11,5.25E-09,4.77E-10,112864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Polygynandry,Sexbiased
Mandrillus_leucophaeus,Mandrillus,leucophaeus,Cercopithecidae,EN,Threatened,MAINLAND_AFRICA,5832747,2351916060,36,66400000,0.023410401,33.39,2836346068,0.002479998,10,3.82E-09,3.82E-10,162304,27.3,148,17500,12500,1400,4.1,NA,NA,NA,NA,513.43,179,486.66,400.8,1.01,5.21,2032.9,24.3,1219.9,1533.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Polygynandry,Polygynandry,Sexbiased
Mandrillus_sphinx,Mandrillus,sphinx,Cercopithecidae,VU,Threatened,MAINLAND_AFRICA,10854843,2401129275,45,111200000,0.039205371,32.3,2836346068,0.004520724,8,3.81E-09,4.76E-10,296635,58.86,153.88,34400,12800,2688,5.263,NA,NA,NA,NA,521.64,173,348.01,555.96,1.02,-0.76,1611.8,24.4,1259,1505.1,26.34,3,0.518,NA,NA,NA,NA,NA,NA,NA,Polygynandry,Polygynandry,Sexbiased
Mico_argentatus,Mico,argentatus,Callitrichidae,LC,Unthreatened,AMERICAS,1772289,2428941014,106,656200000,0.229130941,26.19,2863864636,0.000729655,6,6.59E-09,1.10E-09,27680,NA,7.95,330,360,917,NA,NA,NA,NA,NA,219.6,144,NA,201.6,1.84,-3.09,1718.5,25.4,1412.8,1614.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monogamy,Pair,Bisexual
Mico_humeralifer,Mico,humeralifer,Callitrichidae,NT,Unthreatened,AMERICAS,4038270,2440197202,54,181600000,0.063410818,27.08,2863864636,0.001654895,5.2,4.70E-09,9.04E-10,88026,NA,NA,360,380,947,NA,NA,2.8,3.3,1.18,NA,144,99.01,180,2,-5.36,1636.7,25.9,1433.7,1605.8,0.1,1.12,3.1388,76.5,NA,NA,NA,NA,NA,5,NA,Pair,Bisexual
Mico_spnv,Mico,schneideri,Callitrichidae,DD,DD,AMERICAS,1278129,2445434016,226,436800000,0.152521175,28.57,2863864636,0.000522659,6,6.48E-09,1.08E-09,20164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microcebus_murinus,Microcebus,murinus,Cheirogaleidae,LC,Unthreatened,MADAGASCAR,8598388,2027007402,167,545600000,0.219346205,35.19,2487392024,0.004241912,5.6,4.96E-09,8.86E-10,213806,NA,1.63,63,67.2,938,0.995,1,1,1,NA,365,61,40.45,186,2,-18.95,851.2,24.1,897.1,1624.7,0.01,NA,NA,51,NA,NA,NA,NA,NA,NA,Spatial_Polygyny,Solitary,Sexbiased
Miopithecus_ogouensis,Miopithecus,ogouensis,Cercopithecidae,NT,Unthreatened,MAINLAND_AFRICA,3402248,2341336842,10,14200000,0.005084,28.32,2793076453,0.001453122,8,2.50E-09,3.13E-10,145312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mirza_zaza,Mirza,zaza,Cheirogaleidae,VU,Threatened,MADAGASCAR,3038919,1877141239,162,346000000,0.139101515,48.1,2487392024,0.001618908,5,4.65E-09,9.30E-10,87038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nasalis_larvatus,Nasalis,larvatus,Cercopithecidae,EN,Threatened,ASIA,2879849,2492048184,89,140600000,0.046273433,26.9,3038460517,0.001155615,12,4.79E-09,3.99E-10,60314,13.8,92.3,19391.8,9729.6,1993,2.203,12,1,3.7,3.7,547.5,166,211.75,252,1.02,1.42,2570.8,25,1684,1721,3.73,0.65,0.2983,36,56,0,NA,NA,NA,NA,Harem_Polygyny,Polygynandry,Bisexual
Nomascus_annamensis,Nomascus,annamensis,Hylobatidae,EN,Threatened,ASIA,5489816,2400238781,10,14800000,0.005317798,29.18,2783107017,0.002287196,15,1.13E-08,7.53E-10,50602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nomascus_concolor,Nomascus,concolor,Hylobatidae,CR,Threatened,ASIA,3707687,2075648163,45,169200000,0.060795363,22.06,2783107017,0.001786279,15,6.81E-09,4.54E-10,65576,NA,NA,7790,7620,1022,1.125,NA,NA,NA,NA,821.25,207,635.13,529.2,1.01,22.7,1196.2,17.3,1062.3,1242.1,0.87,1.3,1.2352,22.5,63,7,NA,NA,NA,NA,Monogamy,Pair,Bisexual
Nomascus_gabriellae,Nomascus,gabriellae,Hylobatidae,EN,Threatened,ASIA,4075049,2379503177,26,44600000,0.016025255,30.44,2783107017,0.001712563,15,1.08E-08,7.20E-10,39643,NA,119.38,7410,7320,1012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pair,Bisexual
Nomascus_siki,Nomascus,siki,Hylobatidae,CR,Threatened,ASIA,4919597,2358358666,64,170200000,0.061154673,26.89,2783107017,0.002086026,15,8.77E-09,5.85E-10,59465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nycticebus_bengalensis,Nycticebus,bengalensis,Lorisidae,EN,Threatened,ASIA,2408451.5,2304323003,313,545800000,0.192989574,29.44,2828132058,0.001045845,7.5,1.62E-08,2.16E-09,16140,NA,13.49,1100,1020,1078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nycticebus_coucang,Nycticebus,coucang,Lorisidae,EN,Threatened,ASIA,5037757,2246542368,3,3400000,0.001202207,20.3,2828132058,0.002242449,7.5,8.87E-09,1.18E-09,63203,NA,10.13,679,626,1085,1.037,1,1,1,NA,365,188,181.21,318,1.12,0.27,2372.9,24.9,1664.9,1740.3,NA,NA,NA,60,0,NA,21,70.6,5.4,3,Spatial_Polygyny,Solitary,Bisexual
Nycticebus_pygmaeus,Nycticebus,pygmaeus,Lorisidae,EN,Threatened,ASIA,2047227,2473606449,399,735400000,0.26003029,29.805,2828132058,0.000827648,7.5,8.47E-09,1.13E-09,24429,NA,NA,462,376,1229,1.112,1,1,1,NA,448,188,133,205.2,1.75,16.94,1499,21.1,1172.5,1359.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spatial_Polygyny,Solitary,Bisexual
Otolemur_crassicaudatus,Otolemur,crassicaudatus,Galagidae,LC,Unthreatened,MAINLAND_AFRICA,2633343,2114463371,195,371900000,0.147595498,30.15,2519724550,0.001245218,8,7.55E-09,9.44E-10,41232,NA,11.78,1190,1110,1072,1.229,6,1,NA,NA,365,130,124.62,225.6,1.14,-14.71,870.9,22,912.8,1482.6,0.06,NA,NA,NA,0,NA,NA,NA,NA,NA,Spatial_Polygyny,Solitary,Sexbiased
Otolemur_garnettii,Otolemur,garnettii,Galagidae,LC,Unthreatened,MAINLAND_AFRICA,3971911,2155616596,182,942400000,0.374009135,31.78,2519724550,0.001842587,6,5.49E-09,9.15E-10,83907,NA,11.5,794,734,1082,1.081,NA,NA,NA,NA,215.95,132,139.2,204,1.02,-4.61,679.2,23.6,868.7,1602.4,0.12,NA,NA,NA,NA,NA,21,52.3,9.4,14.5,Spatial_Polygyny,Solitary,Sexbiased
Pan_paniscus,Pan,paniscus,Hominidae,EN,Threatened,MAINLAND_AFRICA,2043827,2365584804,82,150800000,0.049867213,25.95,3024031013,0.000865827,24,1.17E-08,4.88E-10,18501,135.2,341.29,45000,33200,1355,1.384,85.1,7,10.9,1.56,1715.5,232,1081.31,576,1.01,-1.66,1611.2,25,1538.7,1601.6,27.93,2.4,0.4025,NA,15,2,35.2,14.5,37.4,NA,Polygynandry,Polygynandry,Sexbiased
Pan_troglodytes,Pan,troglodytes,Hominidae,EN,Threatened,MAINLAND_AFRICA,3440230,2407261537,48,110600000,0.036573699,20.27,3024031013,0.001415646,25,1.31E-08,5.24E-10,27016,128.9,368.35,49566.7,40366.7,1228,1.423,63.1,8.7,25.2,2.9,1825,229,1260.81,720,1.05,2.2,1497.2,24.2,1297.1,1558.1,10.85,3.8,1.0224,66,26,7,57.63,12.15,30.23,23.5,Polygynandry,Polygynandry,Sexbiased
Papio_anubis,Papio,anubis,Cercopithecidae,LC,Unthreatened,MAINLAND_AFRICA,4575009,2501080761,47,152600000,0.051357446,34.675,2971331530,0.001830895,11,3.91E-09,3.55E-10,117065,78.42,167.42,23000,13300,1729,2.221,57.7,7.2,17.5,2.43,752.81,178.96,596.6,302.4,1.01,8.04,982.4,24.3,1020.2,1584.1,4.83,4.6,1.8549,42.3,25.1,6.7,36.1,24.1,26.2,13.8,Polygynandry,Polygynandry,Sexbiased
Papio_cynocephalus,Papio,cynocephalus,Cercopithecidae,LC,Unthreatened,MAINLAND_AFRICA,6743063,2498607554,32.5,97000000,0.032711346,32.12,2971331530,0.002696406,17,5.88E-09,3.46E-10,114643,52,163.19,22300,12000,1858,3.003,55,7,19.4,2.77,669.16,172.99,450.42,540,1.01,-5.96,864.2,23,876.6,1524,14.95,5.9,1.3523,62,21,5,43.3,25.4,20.2,6.46,Polygynandry,Polygynandry,Sexbiased
Papio_hamadryas,Papio,hamadryas,Cercopithecidae,LC,Unthreatened,MAINLAND_AFRICA,4424162,2501519742,99,203700000,0.068555124,35.41,2971331530,0.001767221,15,6.08E-09,4.05E-10,72665,27.1,146.17,18000,10300,1748,2.743,66.1,1,8.2,8.2,608.33,171,363.96,450,1.01,12.72,459.4,21.6,572.4,1620.7,17.37,11,2.339,88,7,NA,29.7,24.8,26,16.2,Harem_Polygyny,Polygynandry,Bisexual
Papio_kindae,Papio,kindae,Cercopithecidae,LC,Unthreatened,MAINLAND_AFRICA,7137303,2499212589,30,132800000,0.044693767,34.1,2971331530,0.002859123,17,7.18E-09,4.22E-10,99552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Papio_papio,Papio,papio,Cercopithecidae,NT,Unthreatened,MAINLAND_AFRICA,1616496,2500468067,254.5,470800000,0.158447482,30.965,2971331530,0.000646759,10,5.04E-09,5.04E-10,32081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harem_Polygyny,Polygynandry,Sexbiased
Papio_ursinus,Papio,ursinus,Cercopithecidae,LC,Unthreatened,MAINLAND_AFRICA,5613270,2501662443,60,137400000,0.046241895,34.385,2971331530,0.002243815,16,6.88E-09,4.30E-10,81534,69.76,178,29800,14800,2014,3.839,34.7,6.7,13.9,2.07,882.08,185.92,877.09,540,1.01,-24.42,419,18.5,581.8,1264.6,9.12,5.6,1.6434,NA,12,1,45,23.5,22,9.5,Polygynandry,Polygynandry,Sexbiased
Perodicticus_ibeanus,Perodicticus,ibeanus,Lorisidae,LC,Unthreatened,MAINLAND_AFRICA,5856155,1655471658,27,53800000,0.019023157,23.99,2828132058,0.003537454,9,9.50E-09,1.06E-09,93091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Perodicticus_potto,Perodicticus,potto,Lorisidae,NT,Unthreatened,ASIA,2752875,1621772327,140,280800000,0.09928815,15.82,2828132058,0.001697448,9,8.76E-09,9.73E-10,48443,NA,12.42,802.1,867.9,924,1.01,2,1,1,NA,354.05,170,149.15,312,1.09,1.77,1390,24.4,1255.9,1545.5,0.11,NA,NA,81,0,NA,NA,NA,NA,NA,Spatial_Polygyny,Solitary,Bisexual
Piliocolobus_badius,Piliocolobus,badius,Cercopithecidae,EN,Threatened,MAINLAND_AFRICA,7286216,2304788522,8,12400000,0.004081014,29.15,3038460517,0.003161338,10,3.75E-09,3.75E-10,210756,NA,63.59,8360,8210,1018,1.557,49.4,9.4,18,1.91,660.65,151.41,783.93,NA,1,9.69,1614.6,26.1,1122.4,1554.7,0.42,0.55,0.7521,35,45,0,52,21,13,13,Polygynandry,Polygynandry,Bisexual
Piliocolobus_gordonorum,Piliocolobus,gordonorum,Cercopithecidae,VU,Threatened,MAINLAND_AFRICA,2180336,2400622392,225,703200000,0.231432989,28.71,3038460517,0.000908238,11,7.68E-09,6.98E-10,29565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Piliocolobus_kirkii,Piliocolobus,kirkii,Cercopithecidae,EN,Threatened,MAINLAND_AFRICA,2108069,2388085387,91,195800000,0.064440528,27.69,3038460517,0.000882744,10,8.22E-09,8.22E-10,26847,NA,57.25,5800,5460,1062,2.526,32.4,2.6,13.45,5.17,NA,NA,NA,NA,1.01,NA,NA,NA,NA,NA,0.326,1.044,1.6205,21,64.5,0,45.5,29,9,11,NA,NA,NA
Piliocolobus_tephrosceles,Piliocolobus,tephrosceles,Cercopithecidae,EN,Threatened,MAINLAND_AFRICA,2686421,2400679718,83,162200000,0.053382296,29.42,3038460517,0.001119025,10,6.01E-09,6.01E-10,46548,NA,70.95,9559.6,7258,1317,NA,34,3.5,10,2.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,0.649,0.7134,NA,NA,NA,46,35,8.5,8.5,NA,NA,NA
Pithecia_albicans,Pithecia,albicans,Pitheciidae,LC,Unthreatened,AMERICAS,3579547,2408783772,25,39800000,0.014624612,36.22,2721439713,0.001486039,10,6.66E-09,6.66E-10,55782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pithecia_chrysocephala,Pithecia,chrysocephala,Pitheciidae,LC,Unthreatened,AMERICAS,5329096,2421339378,5,7800000,0.00286613,36,2721439713,0.002200888,10,4.97E-09,4.97E-10,110709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pithecia_hirsuta,Pithecia,hirsuta,Pitheciidae,LC,Unthreatened,AMERICAS,3639507.5,2399187796,19,51200000,0.018813571,39.08,2721439713,0.001516738,10,8.68E-09,8.68E-10,43685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pithecia_mittermeieri,Pithecia,mittermeieri,Pitheciidae,DD,DD,AMERICAS,2338138,2404057968,70,94400000,0.034687522,30.63,2721439713,0.00097258,10,8.34E-09,8.34E-10,29154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pithecia_pissinattii,Pithecia,pissinattii,Pitheciidae,DD,DD,AMERICAS,2959249,2385790057,87,141400000,0.051957793,27.03,2721439713,0.001245679,10,7.38E-09,7.38E-10,42198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pithecia_vanzolinii,Pithecia,vanzolinii,Pitheciidae,DD,DD,AMERICAS,3708643,2400774587,33,112800000,0.041448649,32.86,2721439713,0.001544769,10,1.07E-08,1.07E-09,36093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plecturocebus_bernhardi,Plecturocebus,bernhardi,Pitheciidae,LC,Unthreatened,AMERICAS,5712247,2214086081,26,39400000,0.014477631,28.1,2721439713,0.002579957,8,5.75E-09,7.19E-10,112172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plecturocebus_brunneus,Plecturocebus,brunneus,Pitheciidae,VU,Threatened,AMERICAS,4236223,2211661886,8,13600000,0.004997355,29.26,2721439713,0.001915983,8.8,9.03E-09,1.03E-09,53045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plecturocebus_caligatus,Plecturocebus,caligatus,Pitheciidae,LC,Unthreatened,AMERICAS,5156662,2224489077,22,71800000,0.026383094,29.32,2721439713,0.002376846,8,7.27E-09,9.09E-10,81735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plecturocebus_cinerascens,Plecturocebus,cinerascens,Pitheciidae,LC,Unthreatened,AMERICAS,6093989.5,2066614115,27.5,44900000,0.01649862,26.875,2721439713,0.002952423,8,5.35E-09,6.69E-10,137964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plecturocebus_cupreus,Plecturocebus,cupreus,Pitheciidae,LC,Unthreatened,AMERICAS,3790347,2223120203,107,210800000,0.077459,29.34,2721439713,0.001702099,8,7.83E-09,9.79E-10,54345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plecturocebus_dubius,Plecturocebus,dubius,Pitheciidae,LC,Unthreatened,AMERICAS,5738529,2207041661,18,43600000,0.016020932,24.22,2721439713,0.002615805,8,8.16E-09,1.02E-09,80141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plecturocebus_grovesi,Plecturocebus,grovesi,Pitheciidae,CR,Threatened,AMERICAS,2743829,2220595853,32,40600000,0.014918574,30.62,2721439713,0.001235627,8,6.76E-09,8.45E-10,45696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plecturocebus_hoffmannsi,Plecturocebus,hoffmannsi,Pitheciidae,DD,DD,AMERICAS,6930926,2222872202,9,19800000,0.007275561,33.8,2721439713,0.003118005,9,5.81E-09,6.46E-10,134165,NA,NA,1090,1030,1058,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,-3.97,1584.1,25.8,1417.6,1610.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plecturocebus_miltoni,Plecturocebus,miltoni,Pitheciidae,DD,DD,AMERICAS,4484799,2216672755,17,25200000,0.009259805,27.87,2721439713,0.002023212,8,5.18E-09,6.48E-10,97645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plecturocebus_moloch,Plecturocebus,moloch,Pitheciidae,LC,Unthreatened,AMERICAS,3069375,2222166967,7,9600000,0.003527545,26.3,2721439713,0.001381253,10,7.95E-09,7.95E-10,43436,NA,NA,1020,956,1067,1.079,3.3,1,1,1,365,163,58.85,303.6,1.01,-7.7,1740.3,24.6,1330.5,1530.3,0.07,0.55,1.8423,53.7,33,9,NA,NA,NA,NA,Monogamy,Pair,Bisexual
Pongo_abelii,Pongo,abelii,Hominidae,CR,Threatened,ASIA,6771397.5,2504089978,105,221000000,0.072103564,30.21,3065035716,0.002736353,25,1.47E-08,5.88E-10,46537,NA,389.5,84482.5,41148,2053,1.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spatial_Polygyny,Solitary,Bisexual
Pongo_pygmaeus,Pongo,pygmaeus,Hominidae,CR,Threatened,ASIA,4466027.5,2387853198,123.5,223000000,0.077807985,28.8,2866029761,0.001843457,25,1.28E-08,5.12E-10,36005,35.3,377.38,80136.9,36947.6,2169,1.693,2,1,1,1,2007.5,249,1088.8,720,1.07,1.33,2587,23.8,1676.6,1691.7,3.88,0.5,0.225,64,18,3,42.4,15.4,41,1.2,Spatial_Polygyny,Solitary,Bisexual
Presbytis_comata,Presbytis,comata,Cercopithecidae,EN,Threatened,ASIA,3236998,2453854892,47,68400000,0.0225114,31.01,3038460517,0.001319148,11,6.37E-09,5.79E-10,51772,NA,80.3,6680,6710,996,1.508,6,1.2,1.4,1.17,NA,NA,NA,NA,1,-6.77,2178.5,24.4,1588.5,1752.7,0.38,0.5,0.7188,14.2,65,NA,NA,NA,NA,NA,Harem_Polygyny,Polygyny,NA
